time,u,Y_sys,vel,acc
0.27,0.733995881277032,-0.9112686279973072,0.042118005073906145,1.0414676391845568e-06
0.275,0.7339830661059352,-0.9095591524399042,0.042117986544613226,-3.705858584529542e-06
0.28,0.7340159601310674,-0.9078496751594195,0.04211802899782339,8.490642032149553e-06
0.285,0.733989412788512,-0.9061401981653759,0.042118021940500704,-1.4114645364993184e-06
0.29,0.7339762948155908,-0.9044307224385755,0.042117990718217695,-6.244456601578463e-06
0.295,0.7339751474950731,-0.9027212480515113,0.042117957709851814,-6.601673175982148e-06
0.3,0.7340171886264724,-0.9010117718367059,0.04211800274166321,9.006362279934121e-06
0.305,0.7339951329260419,-0.8993022954679221,0.042118006535378234,7.587430050082222e-07
0.31,0.7339823769450202,-0.8975928199035237,0.042117986716961965,-3.963683253949135e-06
0.315,0.7340155512028588,-0.8958833426467888,0.04211802841267729,8.339143065333454e-06
0.32,0.7339893023636286,-0.894173865684523,0.042118021157562635,-1.4510229314479428e-06
0.325,0.7339763851997709,-0.8924643899823813,0.04211799011067512,-6.209377502924829e-06
0.33,0.7339753136373108,-0.8907549156072512,0.04211795741582021,-6.538970982600256e-06
0.335,0.7340173357745243,-0.8890454393932159,0.042118002722689486,9.061373855673294e-06
0.34,0.7339952168107313,-0.8873359630189024,0.042118006671616484,7.897854001071014e-07
0.345,0.7339823964797425,-0.8856264874475684,0.04211798688784053,-3.956755190021033e-06
0.35,0.7340155289866388,-0.8839170101856385,0.04211802854067478,8.330566849040766e-06
0.355,0.7339892656300187,-0.8822075332209881,0.04211802121631138,-1.4648726796573364e-06
0.36,0.7339763538699717,-0.8804980575188373,0.04211799011090158,-6.221081959661978e-06
0.365,0.7339752965106552,-0.8787885831449826,0.04211795738439621,-6.5453010740512685e-06
0.37,0.734017332480164,-0.8770791069324562,0.042118002685514085,9.060223575635407e-06
0.375,0.733995222164987,-0.8753696305592339,0.042118006644732836,7.918437501530651e-07
0.38,0.7340187222586465,-0.8736601522644944,0.042118053986988174,9.468451067112804e-06
0.385,0.7339497946246212,-0.8719506772384655,0.04211797345263859,-1.6106869916682198e-05
0.39,0.471205543086036,-0.8702609116373652,0.041632373474127245,-0.09711999570226895
0.395,-0.38345712580442104,-0.8686547455123341,0.03957265311546049,-0.411944071733351
0.4,-1.2745133264569102,-0.8671981149569943,0.03588840206845136,-0.7368502094018246
0.405,-1.8729411296852314,-0.8659343031070523,0.03113774295295677,-0.950131823098919
0.41,-2.1066881965354636,-0.8648787784641199,0.026005971548415538,-1.026354280908246
0.415,-2.0682808514892796,-0.8640264320743999,0.021000074331632777,-1.0011794433565524
0.42,-1.905687788796485,-0.8633628955371372,0.01634818516548027,-0.9303778332305015
0.425,-1.7434723702479693,-0.862873982494917,0.012045818873828232,-0.8604732583304078
0.43,-1.6486923369621358,-0.8625507161116934,0.007964623489335966,-0.8162390768984531
0.435,-1.6332241080197543,-0.8623901640872902,0.003955673992669824,-0.8017898993332285
0.44,-1.1493087393000732,-0.862354291293275,0.0008838323830414165,-0.6143683219256815
0.445,0.49379702213609145,-0.8623185285957217,0.0008811198310670263,-0.000542510394878043
0.45,2.211467775836494,-0.8621540470762099,0.00405248872710216,0.6342737792070267
0.455,3.359273302439189,-0.8617761367845251,0.009310937796869055,1.051689813953379
0.46,3.794834402452733,-0.8611544133761802,0.015317995062138772,1.2014114530539435
0.465,3.6981843937758296,-0.8602987341591422,0.021082188390254854,1.1528386656232166
0.47,3.3579052894531136,-0.8592371235109555,0.0261559182886881,1.0147459796866491
0.475,3.0177363982492054,-0.8579972977258611,0.030546775300838873,0.8781714024301547
0.48,2.808830475815758,-0.8565968316682839,0.03450462354596457,0.7915696490251399
0.485,2.7549310349248923,-0.8550414864732223,0.03832052919045663,0.7631811288984114
0.49,2.8127085878478884,-0.8533285857077203,0.04220237667701131,0.7763694973109363
0.495,2.9188416564166086,-0.8514518548402878,0.046238815805273295,0.8072878256523971
0.5,3.0214610362133314,-0.8494053499987797,0.05042169980427611,0.8365767998005628
0.505,3.0940690041777312,-0.847185441799634,0.05469400440210543,0.8544609195658631
0.51,3.133185606356472,-0.8447910515879293,0.05899288485430215,0.8597760904393442
0.515,3.148783388735211,-0.8422228761934838,0.06327459684289542,0.8563423977186538
0.52,3.1549320325685652,-0.8394823136899028,0.06752186315307389,0.8494532620356935
0.525,3.162626498727551,-0.8365706312547183,0.07173790879676697,0.843209128738616
0.53,3.176951129536171,-0.8334885852368936,0.07593531954666338,0.8394821499792807
0.535,3.1823502798924004,-0.830237593317319,0.08009780153469949,0.8324963976072209
0.54,2.6473053473201666,-0.8268595920819661,0.08322705168970429,0.6258500310009608
0.545,1.753734945332301,-0.823422959378953,0.08467161131228429,0.2889119245160001
0.55,0.9886435111334748,-0.8199857054153453,0.08468691790455975,0.003061318455090195
0.555,0.5685192614997909,-0.8165793467517244,0.08392572080905232,-0.152239419101484
0.56,0.4858523630675613,-0.8132097529910576,0.08301990868367456,-0.18116242507555147
0.565,0.6150064311615502,-0.809866844068057,0.08236244878089528,-0.13149198055585556
0.57,0.8118900940811429,-0.806535567942835,0.08207584040080226,-0.05732167601860472
0.575,0.9743725992389081,-0.8032036137444521,0.08209254673868584,0.0033412675767146294
0.58,1.0597557494968335,-0.7998645848699726,0.08226685230939648,0.03486111414212778
0.585,1.07278542234938,-0.7965175797634768,0.0824633703767551,0.03930361347172212
0.59,1.0420179106262317,-0.7931649913651946,0.08260093128385122,0.027512181419226817
0.595,0.9989272877739666,-0.7898101112654219,0.0826573941283287,0.011292568895495958
0.6,0.9644256426306761,-0.7864555516540697,0.08264949794817171,-0.0015792360313984233
0.605,0.9472044275514016,-0.7831026007179455,0.08260986347588183,-0.007926894457976091
0.61,0.945437793626045,-0.7797513737467794,0.082567388500095,-0.008494995157364765
0.615,0.9526444130409253,-0.7764013117901649,0.08253868492080317,-0.00574071585836558
0.62,0.9620949841795792,-0.7730516935780346,0.0825277519629517,-0.0021865915702943273
0.625,0.9693509958654829,-0.7697019701518557,0.08253034422223839,0.0005184518573380092
0.63,0.9728088570435105,-0.7663518832927659,0.08253929846693492,0.0017908489393056448
0.635,0.9729720022566539,-0.7630014246528091,0.08254845838822963,0.001831984258942515
0.64,0.97122644686916,-0.7596507291285886,0.08255429473270884,0.001167268895841761
0.645,0.969297321788023,-0.7562999439415113,0.08255650384237895,0.0004418219340215912
0.65,0.9676752460411677,-0.7529491917088101,0.08255569191385859,-0.00016238570407323127
0.655,0.9670195865149438,-0.7495985212533179,0.0825536770904392,-0.00040296468387773787
0.66,0.9671222555957257,-0.7462479239998194,0.0825518735428103,-0.00036070952578284854
0.665,0.9673798729341136,-0.7428973798435021,0.08255056533670667,-0.0002616412207253338
0.67,0.9679172429869745,-0.7395468479127932,0.08255026412267992,-6.02428053505244e-05
0.675,0.9681229205065307,-0.7361963126507926,0.08255034619890733,1.6415245483542007e-05
0.68,0.968219282864279,-0.7328457668658263,0.08255060546328873,5.1852876278568605e-05
0.685,0.9683672283826716,-0.7294951995743502,0.08255113533976785,0.00010597529582481724
0.69,0.968200707790615,-0.726144623495731,0.08255135183703242,4.329945291348114e-05
0.695,0.9682135376791194,-0.7227940377617172,0.08255158972623042,4.7577839599716176e-05
0.7,0.9680295055247434,-0.7194434562782793,0.08255148500072639,-2.0945100807856498e-05
0.705,0.9680945729583961,-0.7160928741197927,0.0825515016325448,3.326363682054634e-06
0.71,0.9679815823409648,-0.712742299767936,0.08255130929312948,-3.84678830635532e-05
0.715,0.9679569679374147,-0.7093917349853054,0.08255107352693919,-4.715323805995486e-05
0.72,0.9681341660168563,-0.7060411663794182,0.08255116772417574,1.8839447311236324e-05
0.725,0.9680673972533143,-0.7026905989989289,0.08255113753286945,-6.038261256668953e-06
0.73,0.9681820683080815,-0.6993400242302363,0.08255131956311176,3.640604846150142e-05
0.735,0.968064311179468,-0.6959894509843343,0.08255128204466598,-7.503689154864102e-06
0.74,0.9681525892457827,-0.692638872623951,0.08255140805503625,2.5202074051766665e-05
0.745,0.9680312160789732,-0.689288298306963,0.08255130843403277,-1.9924200693660632e-05
0.75,0.9681294676377803,-0.6859377206211064,0.08255139143608062,1.6600409568690022e-05
0.755,0.9680218051960026,-0.682587147677258,0.08255127460267524,-2.336668107613682e-05
0.76,0.968130843521795,-0.6792365712466573,0.08255136050913683,1.718129231897958e-05
0.765,0.9680285041084176,-0.6758859990422078,0.08255125638539951,-2.082474746534224e-05
0.77,0.9681380002537487,-0.6725354228063303,0.08255135571155188,1.986523047536881e-05
0.775,0.9680333292453938,-0.6691848504326289,0.08255126055542376,-1.9031225622828662e-05
0.78,0.9681398291587051,-0.6658342738921397,0.08255136321656346,2.05322279392961e-05
0.785,0.9680328829271865,-0.6624837012505598,0.08255126715540015,-1.9212232661741657e-05
0.79,0.9679930455599575,-0.659133135454036,0.08255109850719794,-3.372964044118243e-05
0.795,0.9681490331365552,-0.6557825647300475,0.08255121990986374,2.428053315950418e-05
0.8,0.9680654660925789,-0.6524319953989572,0.08255118559169526,-6.863633695869398e-06
0.805,0.9681717713652667,-0.6490814194728174,0.08255134808025039,3.249771102520338e-05
0.81,0.968053211414226,-0.6457308459143489,0.08255128974566212,-1.1666917653224695e-05
0.815,0.9679997848833146,-0.642380278705287,0.08255113330925191,-3.1287282040548536e-05
0.82,0.9681460138260221,-0.639029706810325,0.08255124876026117,2.3090201849207403e-05
0.825,0.9680582704882319,-0.6356791368604693,0.08255120083681249,-9.584689735497864e-06
0.83,0.9681649154869838,-0.6323285608363843,0.0825513504934163,2.993132076273275e-05
0.835,0.9680490089576423,-0.6289779874962089,0.08255128436736812,-1.322520963623064e-05
0.84,0.9681437986661763,-0.6256274097018668,0.08255139410893751,2.1948313878417114e-05
0.845,0.9680291053367363,-0.622276836103173,0.08255129073673352,-2.0674440798729155e-05
0.85,0.9681317207288629,-0.6189262589589406,0.08255137809156077,1.747096544857385e-05
0.855,0.968025600505495,-0.6155756862662687,0.08255126841420407,-2.1935471338385693e-05
0.86,0.9681341033139539,-0.612225109839668,0.08255136041058309,1.8399275802161164e-05
0.865,0.9680303005259816,-0.608874537504442,0.08255125960746736,-2.0160623146747714e-05
0.87,0.9681383600299647,-0.6055239611122032,0.08255135956397253,1.9991301034749664e-05
0.875,0.9680327844205898,-0.6021733886246761,0.08255126335985771,-1.9240822963950688e-05
0.88,0.968138992660144,-0.5988228120343173,0.08255136444524391,2.0217077240869408e-05
0.885,0.9680321904789508,-0.5954722393953362,0.08255126709137318,-1.9470774145546876e-05
0.89,0.967992680305457,-0.592121673628778,0.08255109776890884,-3.3864492868018736e-05
0.895,0.9681489759822881,-0.588771102938721,0.08255121907385886,2.4260990002633598e-05
0.9,0.9680655957307032,-0.5854205336314764,0.08255118500419026,-6.813933721400156e-06
0.905,0.9681719550573042,-0.5820699577151498,0.08255134783847194,3.256685633531986e-05
0.91,0.9680533580809509,-0.5787193841553894,0.0825512897774931,-1.161219576997774e-05
0.915,0.9681451294872723,-0.5753688060439981,0.08255140192038259,2.2428577898941926e-05
0.92,0.9680283284877156,-0.5720182321899117,0.08255129702908318,-2.0978259880899408e-05
0.925,0.9681300868268536,-0.5686676549155641,0.08255138129733439,1.68536502427874e-05
0.93,0.9680240929716426,-0.5653170822072362,0.08255126879993663,-2.249947955160203e-05
0.935,0.9679879363555557,-0.561966516727876,0.08255109069293491,-3.562140034465977e-05
0.94,0.9681477502949214,-0.5586159464138729,0.08255120980866151,2.3823145319484818e-05
0.945,0.9680667095298539,-0.5552653773951223,0.08255117789628519,-6.3824752636609805e-06
0.95,0.9681739295565137,-0.5519148016161131,0.08255134445525142,3.331179324517208e-05
0.955,0.968055085462936,-0.5485642280626448,0.08255128962246538,-1.0966557205671634e-05
0.96,0.9681461011928185,-0.5452136498845992,0.08255140356261037,2.2788028997772214e-05
0.965,0.9680285424515347,-0.5418630759485239,0.08255129904912152,-2.090269776935938e-05
0.97,0.9681298149474316,-0.538512498613456,0.08255138279336045,1.6748847786240972e-05
0.975,0.9680236569690202,-0.535161925877758,0.08255126947427627,-2.2663816838353057e-05
0.98,0.9681328396639799,-0.5318113495033672,0.08255135912423844,1.7929992434578823e-05
0.985,0.9680298589215113,-0.5284607772529135,0.08255125751885176,-2.0321077337931426e-05
0.99,0.9679932502210669,-0.5251102118279813,0.08255108935193513,-3.363338332584842e-05
0.995,0.9681509057136068,-0.5217596413311634,0.08255121431284891,2.499218275769932e-05
1.0,0.9680675637150458,-0.5184090720674885,0.08255118393071803,-6.076426176337968e-06
1.005,0.9681732346151684,-0.5150584960982969,0.0825513491409558,3.304204755477658e-05
1.01,0.968053805255316,-0.5117079224526986,0.08255129189236775,-1.1449717610384491e-05
1.015,0.9681449665286763,-0.5083573442686096,0.08255140371150317,2.2363827083510257e-05
1.02,0.9680278951160624,-0.5050067703751069,0.082551298000222,-2.1142256233896983e-05
1.025,0.9681296637280603,-0.5016561930934977,0.08255138147624701,1.669520500127697e-05
1.03,0.9680238278561291,-0.49830562039786974,0.08255126848703305,-2.2597842792349e-05
1.035,0.968133122736063,-0.4949550440418895,0.08255135867064092,1.8036721574216097e-05
1.04,0.9680301005197336,-0.4916044717915291,0.08255125751655197,-2.0230817791760947e-05
1.045,0.967993382399488,-0.4882539063567758,0.08255108959391004,-3.3584528386698675e-05
1.05,0.9680056604897302,-0.48490334674383917,0.08255094615623747,-2.868753451348849e-05
1.055,0.9683304865705615,-0.48155276852801854,0.08255140449330918,9.166741434271652e-05
1.06,0.9681289029306868,-0.47820218702739437,0.08255148542416055,1.6186170273657652e-05
1.065,0.9680034190102837,-0.4748516116885807,0.08255133360973227,-3.036288565677614e-05
1.07,0.9679641975694402,-0.4715010453873195,0.08255111094289726,-4.453336700316335e-05
1.075,0.968276182034522,-0.468150464627646,0.08255146716864778,7.12451501032052e-05
1.08,0.9680872370141067,-0.46479988373538694,0.08255147043528412,6.533272663977741e-07
1.085,0.9679835829640879,-0.46144931048616156,0.0825512821265458,-3.7661747660955314e-05
1.09,0.967963284208782,-0.4580987463206365,0.08255105832271815,-4.4760765528950586e-05
1.095,0.9679952638025604,-0.4547481887431156,0.08255089600775019,-3.2462993594134515e-05
1.1,0.9683344634682882,-0.45139761224266206,0.08255136223016926,9.324448381525796e-05
1.105,0.9681392005698584,-0.44804703166671556,0.08255146264198979,2.0082364105666883e-05
1.11,0.9680134160547382,-0.4446964564928946,0.08255132954465116,-2.6619467724420254e-05
1.115,0.9679704305443941,-0.4413458898873789,0.08255111843910681,-4.222110887111552e-05
1.12,0.9682781388090973,-0.43799530867994496,0.08255147820054759,7.195228815429222e-05
1.125,0.9680861820348277,-0.43464472742384086,0.08255147939968284,2.398270495251875e-07
1.13,0.9679812834475214,-0.43129415398713,0.08255128674580475,-3.8530775616635315e-05
1.135,0.9679611418572094,-0.4279435897968047,0.08255105893374588,-4.556241177527953e-05
1.14,0.9679939781172031,-0.42459303229117706,0.08255089423644636,-3.293945990306968e-05
1.145,0.9683341031285373,-0.42124245588887355,0.08255135981195039,9.311510080384222e-05
1.15,0.9681394692236331,-0.4178918753898777,0.0825514607460825,2.0186826421436654e-05
1.155,0.9680139272137502,-0.4145413002538464,0.08255132861358853,-2.6426498792531117e-05
1.16,0.9679708883493703,-0.41119073365138015,0.08255111836397455,-4.204992279574493e-05
1.165,0.9682784028869094,-0.4078401524271569,0.08255147861420369,7.205004582752639e-05
1.17,0.9680862464629882,-0.4044895711496108,0.08255147992796907,2.627530788501531e-07
1.175,0.9679812169642972,-0.4011389976966737,0.08255128714558602,-3.8556476611745216e-05
1.18,0.9679610287097269,-0.397788433498782,0.08255105912016694,-4.560508381604156e-05
1.185,0.9682844220715054,-0.39443785420196087,0.08255143112695382,7.440135737490916e-05
1.19,0.9680986625351515,-0.39108727389997366,0.08255145589219186,4.953047607975103e-06
1.195,0.9679926102501035,-0.38773670055764586,0.082551284420399,-3.42943585714961e-05
1.2,0.9679677652868257,-0.38438613596392734,0.08255106887253301,-4.3109573197724904e-05
1.205,0.9682862194807882,-0.3810355561407057,0.08255144409638457,7.504477031139434e-05
1.21,0.9680971479819718,-0.37768497543154345,0.08255146592415474,4.365554034602148e-06
1.215,0.9679898548000843,-0.3743344018930592,0.08255128925328974,-3.533417300244368e-05
1.22,0.9679653332378848,-0.37098383728769,0.0825510691595805,-4.401874184511989e-05
1.225,0.8203992109313951,-0.3676443491881475,0.0822781666770909,-0.054580496497922265
1.23,0.03672943746469315,-0.3643745954365949,0.08056005475813953,-0.34362238379027343
1.235,-0.8814690155958225,-0.3612426961693077,0.0771636018002323,-0.6792905915814474
1.24,-1.5499082844554657,-0.3582973104505338,0.07256828887361853,-0.9190625853227512
1.245,-1.8515653919476645,-0.355559067586517,0.06746471197151348,-1.0207153804210116
1.25,-1.8557556190830766,-0.35302606574452267,0.06240799234396054,-1.0113439255105865
1.255,-1.7064688821323841,-0.3506849124486704,0.05768123597120661,-0.9453512745507858
1.26,-1.537253813597749,-0.3485208638485914,0.053317737960804655,-0.8726996020803911
1.265,-1.426753356280141,-0.34652373750917953,0.049205114356253465,-0.8225247209102384
1.27,-1.3968134445976421,-0.3446895020865963,0.04519181483084136,-0.8026599050824214
1.275,-1.4299052715672556,-0.34301889683581765,0.041160301572574484,-0.8063026516533749
1.28,-1.49328187651364,-0.3415149245042066,0.037054806751664,-0.8210989641820976
1.285,-1.5598133469260347,-0.34018079233378995,0.0328702920372284,-0.8369029428871188
1.29,-1.6122847900204285,-0.3390186187321308,0.0286335840867744,-0.8473415900908008
1.295,-1.6470505651201943,-0.3380291714929432,0.02437795926723494,-0.851124963907892
1.3,-1.6688139510594011,-0.33721223499813324,0.02012764683718466,-0.8500624860100555
1.305,-1.684218824278258,-0.3365671190389201,0.015894339741910346,-0.8466614190548634
1.31,-1.6997180587690717,-0.3360931478679101,0.011677681682361411,-0.843331611909787
1.315,-1.7181805861060016,-0.3357898752183165,0.0074720187250512,-0.8411325914620421
1.32,-1.7406643128825807,-0.3356571611933675,0.003269802538488518,-0.8404432373125363
1.325,-0.9443522634176846,-0.3356334565494733,0.0005840340145626469,-0.5371537047851742
1.33,0.8272291037437949,-0.33558472394318706,0.0012006718943465178,0.12332757595677415
1.335,2.496259512667347,-0.3353860514889244,0.004894883532661822,0.7388423276630607
1.34,3.51654026929042,-0.3349625208068334,0.010434931047881613,1.1080095030439585
1.345,3.828619616653503,-0.33429313113621817,0.016492394417679874,1.2114926739596519
1.35,3.6550161289533545,-0.33339353329266064,0.022164253654542644,1.1343718473725541
1.355,3.2904642293675117,-0.33229353205388357,0.027101784037351518,0.9875060765617746
1.36,2.9633302754982482,-0.331019806933988,0.031381985679158786,0.8560403283614536
1.365,2.7827434179270663,-0.32958776077796736,0.03528269267690959,0.7801413995501603
1.37,2.755349013309891,-0.32800114199332586,0.03909104656897103,0.7616707784122879
1.375,2.828958838516023,-0.3262560834250843,0.0429946792619942,0.7807265386046338
1.38,2.9396070720413547,-0.3243459813576849,0.04706101401986272,0.8132669515737043
1.385,3.038865475800259,-0.3222651569784075,0.05126726312556625,0.8412498211407068
1.39,3.1050013451823997,-0.3200104764659917,0.055550723187054396,0.856692012297629
1.395,3.1388063809414533,-0.3175812643845164,0.05985082461021604,0.8600202846323283
1.4,3.1509099084365264,-0.31497848016804486,0.06412728753747948,0.8552925854526888
1.405,3.156308154782108,-0.3122035758917786,0.06836797429728515,0.8481373519611349
1.41,3.1649316412308757,-0.30925774619839963,0.07257922750117328,0.8422506407776257
1.415,3.180684645885293,-0.306141638225807,0.07677453654885472,0.8390618095362873
1.42,3.2033919516933977,-0.30285537060609147,0.08096692274409548,0.8384772390481513
1.425,3.23103450042035,-0.2993986905519529,0.08516553710215316,0.8397228716115374
1.43,3.2592984912686447,-0.2957713013714818,0.08937146134294338,0.8411848481580436
1.435,3.2870763881460654,-0.2919729460046461,0.09358371901793892,0.8424515349991079
1.44,3.3133710201137276,-0.2880034813885255,0.0977995014711164,0.8431564906354955
1.445,3.337888354878263,-0.2838628992905591,0.10201548675778746,0.843197057334211
1.45,3.361397571580852,-0.2795512671765443,0.10622980982498739,0.8428646134399854
1.455,3.384967356937704,-0.27506864724776514,0.11044260037958438,0.8425581109193981
1.46,3.4088649417474812,-0.27041507645462504,0.11465448055169956,0.8423760344230374
1.465,3.432825832486685,-0.26559058660418144,0.11886557706287793,0.8422193022356711
1.47,3.391309595652505,-0.26060012004055855,0.12295490430837902,0.8178654491002196
1.475,2.7299903473850122,-0.25549505233665293,0.12577844235987332,0.5647076102988616
1.48,1.8262965561847189,-0.2503443878609791,0.12690185369587628,0.22468226720059445
1.485,1.1177474185371317,-0.24520175661730714,0.12670393126528182,-0.0395844861188934
1.49,0.7691771832371863,-0.240093215924165,0.1258640097219213,-0.1679843086721017
1.495,0.7406687827348364,-0.23502053923622868,0.12498039387719412,-0.17672316894543563
1.5,0.895084386468838,-0.2299717614754423,0.12439157311999008,-0.11776415144080657
1.505,1.0925398703906275,-0.22493181751943325,0.12417392621118155,-0.0435293817617072
1.51,1.242069680405674,-0.2198893979126153,0.12423492119119577,0.012198996002843826
1.515,1.3118713759741958,-0.21483929391451329,0.1244242488989262,0.03786554154608654
1.52,1.3135155219751447,-0.20978146442285772,0.12461458928263627,0.038068076742014595
1.525,1.2780912758550187,-0.2047186489570464,0.12473743350319207,0.024568844111159588
1.53,1.2348563729694213,-0.19965414353821442,0.12477907049429919,0.008327398221424726
1.535,1.2032730268320293,-0.194590335041941,0.12476189974575286,-0.0034341497092673368
1.54,1.1893543620967968,-0.18952825993181954,0.12471919265099005,-0.008541418952563135
1.545,1.1899795119620862,-0.18446785277619404,0.12467809765860426,-0.008218998477157874
1.55,1.198224860339252,-0.17940847731773835,0.12465267874732816,-0.005083782255217911
1.555,1.207610023340898,-0.1743494186183766,0.12464487445016162,-0.0015608594333071657
1.56,1.214519124921619,-0.16929015509687073,0.12464992084948985,0.0010092798656475555
1.565,1.2170252405087538,-0.16423050098227832,0.124659544265452,0.001924683192431248
1.57,1.2165407163651736,-0.15917049679333395,0.1246681693825423,0.0017250234180593849
1.575,1.2146175104712214,-0.15411029051845493,0.12467314836726087,0.0009957969437157932
1.58,1.2126111575188538,-0.14905003479896028,0.1246743665816102,0.0002436428698646964
1.585,1.2112828377694456,-0.14398982978969388,0.1246731171851495,-0.00024987929213818316
1.59,1.2107988640750023,-0.13892971124684816,0.1246709868291292,-0.00042607120406215615
1.595,1.2112352764031833,-0.1338696455138243,0.12466968570297217,-0.0002602252314043707
1.6,1.211432963627395,-0.12880961719881756,0.12466876379944983,-0.00018438070446921695
1.605,1.2117180810249941,-0.12374960451730432,0.12466837862209228,-7.703547151124979e-05
1.61,1.2119476339740451,-0.1186895900852345,0.12466842175223597,8.626028737551694e-06
1.615,1.2120645059850652,-0.1136295651557695,0.12466868038660989,5.1726874783136756e-05
1.62,1.2120784851922721,-0.10856952879275505,0.12466896208592089,5.633986219941156e-05
1.625,1.2120319237609856,-0.10350948461068543,0.12466915473146944,3.8529109711554765e-05
1.63,1.2122600221191853,-0.09844941558551246,0.12466976681480282,0.00012241666667620055
1.635,1.211976123380719,-0.09338934327582615,0.12466984773850254,1.6184739942554094e-05
