t,p_ref,,pulse,p_ref1
0.118000032,0.004590862,,0,0.004590862
0.119000016,0.00463298,,0,0.00463298
0.12,0.004675098,,0,0.004675098
0.121000024,0.004717216,,0,0.004717216
0.122000008,0.004759334,,0,0.004759334
0.123000032,0.004801452,,0,0.004801452
0.124000016,0.00484357,,0,0.00484357
0.125,0.004885688,,0,0.004885688
0.126000024,0.004927806,,0,0.004927806
0.127000008,0.004969924,,0,0.004969924
0.128000032,0.005012042,,0,0.005012042
0.129000016,0.00505416,,0,0.00505416
0.13,0.005096278,,0,0.005096278
0.131000024,0.005138396,,0,0.005138396
0.132000008,0.005180514,,0,0.005180514
0.133000032,0.005222632,,0,0.005222632
0.134000016,0.00526475,,0,0.00526475
0.135,0.005306868,,0,0.005306868
0.136000024,0.005348986,,0,0.005348986
0.137000008,0.005391104,,0,0.005391104
0.138000032,0.005433222,,0,0.005433222
0.139000016,0.00547534,,0,0.00547534
0.14,0.005517458,,0,0.005517458
0.141000024,0.005559576,,0,0.005559576
0.142000008,0.005601694,,0,0.005601694
0.143000032,0.005643812,,0,0.005643812
0.144000016,0.00568593,,0,0.00568593
0.145,0.005728048,,0,0.005728048
0.146000024,0.005770166,,0,0.005770166
0.147000008,0.005812284,,0,0.005812284
0.148000032,0.005854402,,0,0.005854402
0.149000016,0.00589652,,0,0.00589652
0.15,0.005938638,,0,0.005938638
0.151000024,0.005980756,,0,0.005980756
0.152000008,0.006022874,,0,0.006022874
0.153000032,0.006064992,,0,0.006064992
0.154000016,0.00610711,,0,0.00610711
0.155,0.006149228,,0,0.006149228
0.156000024,0.006191346,,0,0.006191346
0.157000008,0.006233464,,0,0.006233464
0.158000032,0.006275582,,0,0.006275582
0.159000016,0.0063177,,0,0.0063177
0.16,0.006359818,,0,0.006359818
0.161000024,0.006401936,,0,0.006401936
0.162000008,0.006444054,,0,0.006444054
0.163000032,0.006486172,,0,0.006486172
0.164000016,0.00652829,,0,0.00652829
0.165,0.006570408,,0,0.006570408
0.166000024,0.006612526,,0,0.006612526
0.167000008,0.006654644,,0,0.006654644
0.168000032,0.006696762,,0,0.006696762
0.169000016,0.00673888,,0,0.00673888
0.17,0.006780998,,0,0.006780998
0.171000024,0.006823116,,0,0.006823116
0.172000008,0.006865234,,0,0.006865234
0.173000032,0.006907352,,0,0.006907352
0.174000016,0.00694947,,0,0.00694947
0.175,0.006991588,,0,0.006991588
0.176000024,0.007033706,,0,0.007033706
0.177000008,0.007075824,,0,0.007075824
0.178000032,0.007117942,,0,0.007117942
0.179000016,0.00716006,,0,0.00716006
0.18,0.007202178,,0,0.007202178
0.181000024,0.007244296,,0,0.007244296
0.182000008,0.007286414,,0,0.007286414
0.182999992,0.007328532,,0,0.007328532
0.184000016,0.00737065,,0,0.00737065
0.185,0.007412768,,0,0.007412768
0.186000024,0.007454886,,0,0.007454886
0.187000008,0.007497004,,0,0.007497004
0.188000032,0.007539122,,0,0.007539122
0.189000016,0.00758124,,0,0.00758124
0.19,0.007623358,,0,0.007623358
0.191000024,0.007665476,,0,0.007665476
0.192000008,0.007707594,,0,0.007707594
0.193000032,0.007749712,,0,0.007749712
0.194000016,0.00779183,,0,0.00779183
0.195,0.007833948,,0,0.007833948
0.196000024,0.007876066,,0,0.007876066
0.197000008,0.007918184,,0,0.007918184
0.198000032,0.007960302,,0,0.007960302
0.199000016,0.00800242,,0,0.00800242
0.2,0.008044538,,0,0.008044538
0.201000024,0.008086656,,0,0.008086656
0.202000008,0.008128774,,0,0.008128774
0.203000032,0.008170892,,0,0.008170892
0.204000016,0.00821301,,0,0.00821301
0.205,0.008255128,,0,0.008255128
0.206000024,0.008297246,,0,0.008297246
0.207000008,0.008339364,,0,0.008339364
0.208000032,0.008381482,,0,0.008381482
0.209000016,0.0084236,,0,0.0084236
0.21,0.008465718,,0,0.008465718
0.211000024,0.008507836,,0,0.008507836
0.212000008,0.008549954,,0,0.008549954
0.212999992,0.008592072,,0,0.008592072
0.214000016,0.00863419,,0,0.00863419
0.215,0.008676308,,0,0.008676308
0.216000024,0.008718426,,0,0.008718426
0.217000008,0.008760544,,0,0.008760544
0.218000032,0.008802662,,0,0.008802662
0.219000016,0.00884478,,0,0.00884478
0.22,0.008886898,,0,0.008886898
0.221000024,0.008929016,,0,0.008929016
0.222000008,0.008971134,,0,0.008971134
0.223000032,0.009013252,,0,0.009013252
0.224000016,0.00905537,,0,0.00905537
0.225,0.009097488,,0,0.009097488
0.226000024,0.009139606,,0,0.009139606
0.227000008,0.009181724,,0,0.009181724
0.228000032,0.009223842,,0,0.009223842
0.229000016,0.00926596,,0,0.00926596
0.23,0.009308078,,0,0.009308078
0.231000024,0.009350196,,0,0.009350196
0.232000008,0.009392314,,0,0.009392314
0.233000032,0.009434432,,0,0.009434432
0.234000016,0.00947655,,0,0.00947655
0.235,0.009518668,,0,0.009518668
0.236000024,0.009560786,,0,0.009560786
0.237000008,0.009602904,,0,0.009602904
0.238000032,0.009645022,,0,0.009645022
0.239000016,0.00968714,,0,0.00968714
0.24,0.009729258,,0,0.009729258
0.241000024,0.009771376,,0,0.009771376
0.242000008,0.009813494,,0,0.009813494
0.243000032,0.009855612,,0,0.009855612
0.244000016,0.00989773,,0,0.00989773
0.245,0.009939848,,0,0.009939848
0.246000024,0.009981966,,0,0.009981966
0.247000008,0.010024084,,0,0.010024084
0.248000032,0.010066202,,0,0.010066202
0.249000016,0.01010832,,0,0.01010832
0.25,0.010150438,,0,0.010150438
0.251000024,0.010192556,,0,0.010192556
0.252000008,0.010234674,,0,0.010234674
0.253000032,0.010276792,,0,0.010276792
0.254000016,0.01031891,,0,0.01031891
0.255,0.010361028,,0,0.010361028
0.256000024,0.010403146,,0,0.010403146
0.257000008,0.010445264,,0,0.010445264
0.258000032,0.010487382,,0,0.010487382
0.259000016,0.0105295,,0,0.0105295
0.26,0.010571618,,0,0.010571618
0.261000024,0.010613736,,0,0.010613736
0.262000008,0.010655854,,0,0.010655854
0.263000032,0.010697972,,0,0.010697972
0.264000016,0.01074009,,0,0.01074009
0.265,0.010782208,,0,0.010782208
0.266000024,0.010824326,,0,0.010824326
0.267000008,0.010866444,,0,0.010866444
0.268000032,0.010908562,,0,0.010908562
0.269000016,0.01095068,,0,0.01095068
0.27,0.010992798,,0,0.010992798
0.271000024,0.011034916,,0,0.011034916
0.272000008,0.011077034,,0,0.011077034
0.273000032,0.011119152,,0,0.011119152
0.274000016,0.01116127,,0,0.01116127
0.275,0.011203388,,0,0.011203388
0.276000024,0.011245506,,0,0.011245506
0.277000008,0.011287624,,0,0.011287624
0.278000032,0.011329742,,0,0.011329742
0.279000016,0.01137186,,0,0.01137186
0.28,0.011413978,,0,0.011413978
0.281000024,0.011456096,,0,0.011456096
0.282000008,0.011498214,,0,0.011498214
0.283000032,0.011540332,,0,0.011540332
0.284000016,0.01158245,,0,0.01158245
0.285,0.011624568,,0,0.011624568
0.286000024,0.011666686,,0,0.011666686
0.287000008,0.011708804,,0,0.011708804
0.288000032,0.011750922,,0,0.011750922
0.289000016,0.01179304,,0,0.01179304
0.29,0.011835158,,0,0.011835158
0.291000024,0.011877276,,0,0.011877276
0.292000008,0.011919394,,0,0.011919394
0.293000032,0.011961512,,0,0.011961512
0.294000016,0.01200363,,0,0.01200363
0.295,0.012045748,,0,0.012045748
0.296000024,0.012087866,,0,0.012087866
0.297000008,0.012129984,,0,0.012129984
0.298000032,0.012172102,,0,0.012172102
0.299000016,0.01221422,,0,0.01221422
0.3,0.012256338,,0,0.012256338
0.301000024,0.012298456,,0,0.012298456
0.302000008,0.012340574,,0,0.012340574
0.303000032,0.012382692,,0,0.012382692
0.304000016,0.01242481,,0,0.01242481
0.305,0.012466928,,0,0.012466928
0.306000024,0.012509046,,0,0.012509046
0.307000008,0.012551164,,0,0.012551164
0.307999992,0.012593282,,0,0.012593282
0.309000016,0.0126354,,0,0.0126354
0.31,0.012677518,,0,0.012677518
0.311000024,0.012719636,,0,0.012719636
0.312000008,0.012761754,,0,0.012761754
0.313000032,0.012803872,,0,0.012803872
0.314000016,0.01284599,,0,0.01284599
0.315,0.012888108,,0,0.012888108
0.316000024,0.012930226,,0,0.012930226
0.317000008,0.012972344,,0,0.012972344
0.318000032,0.013014462,,0,0.013014462
0.319000016,0.01305658,,0,0.01305658
0.32,0.013098698,,0,0.013098698
0.321000024,0.013140816,,0,0.013140816
0.322000008,0.013182934,,0,0.013182934
0.323000032,0.013225052,,0,0.013225052
0.324000016,0.01326717,,0,0.01326717
0.325,0.013309288,,0,0.013309288
0.326000024,0.013351406,,0,0.013351406
0.327000008,0.013393524,,0,0.013393524
0.328000032,0.013435642,,0,0.013435642
0.329000016,0.01347776,,0,0.01347776
0.33,0.013519878,,0,0.013519878
0.331000024,0.013561996,,0,0.013561996
0.332000008,0.013604114,,0,0.013604114
0.333000032,0.013646232,,0,0.013646232
0.334000016,0.01368835,,0,0.01368835
0.335,0.013730468,,0,0.013730468
0.336000024,0.013772586,,0,0.013772586
0.337000008,0.013814704,,0,0.013814704
0.337999992,0.013856822,,0,0.013856822
0.339000016,0.01389894,,0,0.01389894
0.34,0.013941058,,0,0.013941058
0.341000024,0.013983176,,0,0.013983176
0.342000008,0.014025294,,0,0.014025294
0.343000032,0.014067412,,0,0.014067412
0.344000016,0.01410953,,5,0.01410953
0.345,0.014151648,,5,0.014151648
0.346000024,0.014193766,,5,0.014193766
0.347000008,0.014235884,,5,0.014235884
0.348000032,0.014278002,,5,0.014278002
0.349000016,0.01432012,,5,0.01432012
0.35,0.014362238,,5,0.014362238
0.351000024,0.014404356,,5,0.014404356
0.352000008,0.014446474,,5,0.014446474
0.353000032,0.014488592,,5,0.014488592
0.354000016,0.01453071,,5,0.01453071
0.355,0.014572828,,5,0.014572828
0.356000024,0.014614946,,5,0.014614946
0.357000008,0.014657064,,5,0.014657064
0.358000032,0.014699182,,5,0.014699182
0.359000016,0.0147413,,5,0.0147413
0.36,0.014783418,,5,0.014783418
0.361000024,0.014825536,,5,0.014825536
0.362000008,0.014867654,,5,0.014867654
0.363000032,0.014909772,,5,0.014909772
0.364000016,0.01495189,,5,0.01495189
0.365,0.014994008,,5,0.014994008
0.366000024,0.015036126,,5,0.015036126
0.367000008,0.015078244,,5,0.015078244
0.368000032,0.015120362,,5,0.015120362
0.369000016,0.01516248,,5,0.01516248
0.37,0.015204598,,5,0.015204598
0.371000024,0.015246716,,5,0.015246716
0.372000008,0.015288834,,5,0.015288834
0.373000032,0.015330952,,5,0.015330952
0.374000016,0.01537307,,5,0.01537307
0.375,0.015415188,,5,0.015415188
0.376000024,0.015457306,,5,0.015457306
0.377000008,0.015499424,,5,0.015499424
0.378000032,0.015541542,,5,0.015541542
0.379000016,0.01558366,,5,0.01558366
0.38,0.015625778,,5,0.015625778
0.381000024,0.015667896,,5,0.015667896
0.382000008,0.015710014,,5,0.015710014
0.383000032,0.015752132,,5,0.015752132
0.384000016,0.01579425,,5,0.01579425
0.385,0.015836368,,5,0.015836368
0.386000024,0.015878486,,5,0.015878486
0.387000008,0.015920183,,5,0.015920183
0.388000032,0.015961037,,5,0.015961037
0.389000016,0.016001049,,5,0.016001049
0.39,0.016040219,,5,0.016040219
0.391000024,0.016078547,,5,0.016078547
0.392000008,0.016116032,,5,0.016116032
0.393000032,0.016152674,,5,0.016152674
0.394000016,0.016188474,,5,0.016188474
0.395,0.016223432,,5,0.016223432
0.396000024,0.016257548,,5,0.016257548
0.397000008,0.016290821,,5,0.016290821
0.398000032,0.016323252,,5,0.016323252
0.399000016,0.016354841,,5,0.016354841
0.4,0.016385587,,5,0.016385587
0.401000024,0.016415491,,5,0.016415491
0.402000008,0.016444552,,5,0.016444552
0.403000032,0.016472771,,5,0.016472771
0.404000016,0.016500148,,5,0.016500148
0.405,0.016526682,,5,0.016526682
0.406000024,0.016552374,,5,0.016552374
0.407000008,0.016577224,,5,0.016577224
0.408000032,0.016601231,,5,0.016601231
0.409000016,0.016624396,,5,0.016624396
0.41,0.016646718,,5,0.016646718
0.411000024,0.016668199,,5,0.016668199
0.412000008,0.016688836,,5,0.016688836
0.413000032,0.016708632,,5,0.016708632
0.414000016,0.016727585,,5,0.016727585
0.415,0.016745696,,5,0.016745696
0.416000024,0.016762964,,5,0.016762964
0.417000008,0.01677939,,5,0.01677939
0.418000032,0.016794974,,5,0.016794974
0.419000016,0.016809715,,5,0.016809715
0.42,0.016823614,,5,0.016823614
0.421000024,0.016836671,,5,0.016836671
0.422000008,0.016848885,,5,0.016848885
0.423000032,0.016860257,,5,0.016860257
0.424000016,0.016870786,,5,0.016870786
0.425,0.016880473,,5,0.016880473
0.426000024,0.016889318,,5,0.016889318
0.427000008,0.01689732,,5,0.01689732
0.428000032,0.01690448,,5,0.01690448
0.429000016,0.016910798,,5,0.016910798
0.43,0.016916274,,5,0.016916274
0.431000024,0.016920907,,5,0.016920907
0.432000008,0.016924697,,5,0.016924697
0.432999992,0.016927645,,5,0.016927645
0.434000016,0.016929751,,5,0.016929751
0.435,0.016931015,,5,0.016931015
0.436000024,0.016931436,,5,0.016931436
0.437000008,0.016931857,,5,0.016931857
0.438000032,0.016933121,,5,0.016933121
0.439000016,0.016935227,,5,0.016935227
0.44,0.016938175,,5,0.016938175
0.441000024,0.016941966,,5,0.016941966
0.442000008,0.016946598,,5,0.016946598
0.443000032,0.016952074,,5,0.016952074
0.444000016,0.016958392,,5,0.016958392
0.445,0.016965552,,5,0.016965552
0.446000024,0.016973554,,5,0.016973554
0.447000008,0.016982399,,5,0.016982399
0.448000032,0.016992086,,5,0.016992086
0.449000016,0.017002615,,5,0.017002615
0.45,0.017013987,,5,0.017013987
0.451000024,0.017026202,,5,0.017026202
0.452000008,0.017039258,,5,0.017039258
0.453000032,0.017053157,,5,0.017053157
0.454000016,0.017067898,,5,0.017067898
0.455,0.017083482,,5,0.017083482
0.456000024,0.017099908,,5,0.017099908
0.457000008,0.017117176,,5,0.017117176
0.458000032,0.017135287,,5,0.017135287
0.459000016,0.01715424,,5,0.01715424
0.46,0.017174036,,5,0.017174036
0.461000024,0.017194674,,5,0.017194674
0.462000008,0.017216154,,5,0.017216154
0.462999992,0.017238476,,5,0.017238476
0.464000016,0.017261641,,5,0.017261641
0.465,0.017285648,,5,0.017285648
0.466000024,0.017310498,,5,0.017310498
0.467000008,0.01733619,,5,0.01733619
0.468000032,0.017362724,,5,0.017362724
0.469000016,0.017390101,,5,0.017390101
0.47,0.01741832,,5,0.01741832
0.471000024,0.017447382,,5,0.017447382
0.472000008,0.017477285,,5,0.017477285
0.473000032,0.017508031,,5,0.017508031
0.474000016,0.01753962,,5,0.01753962
0.475,0.017572051,,5,0.017572051
0.476000024,0.017605324,,5,0.017605324
0.477000008,0.01763944,,5,0.01763944
0.478000032,0.017674398,,5,0.017674398
0.479000016,0.017710198,,5,0.017710198
0.48,0.01774684,,5,0.01774684
0.481000024,0.017784326,,5,0.017784326
0.482000008,0.017822653,,5,0.017822653
0.483000032,0.017861823,,5,0.017861823
0.484000016,0.017901835,,5,0.017901835
0.485,0.017942689,,5,0.017942689
0.486000024,0.017984386,,5,0.017984386
0.487000008,0.018026925,,5,0.018026925
0.488000032,0.018070307,,5,0.018070307
0.489000016,0.018114531,,5,0.018114531
0.49,0.018159597,,5,0.018159597
0.491000024,0.018205506,,5,0.018205505
0.492000008,0.018252256,,5,0.018252256
0.493000032,0.01829985,,5,0.01829985
0.494000016,0.018348286,,5,0.018348286
0.495,0.018397564,,5,0.018397564
0.496000024,0.018447684,,5,0.018447684
0.497000008,0.018498647,,5,0.018498647
0.498000032,0.018550452,,5,0.018550452
0.499000016,0.018603099,,5,0.018603099
0.5,0.018656589,,5,0.018656589
0.501000024,0.018710922,,5,0.018710921
0.502000008,0.018766096,,5,0.018766096
0.503000032,0.018822113,,5,0.018822113
0.504000016,0.018878972,,5,0.018878972
0.505,0.018936674,,5,0.018936674
0.506000024,0.018995218,,5,0.018995218
0.507000008,0.019054604,,5,0.019054604
0.508000032,0.019114833,,5,0.019114833
0.509000016,0.019175904,,5,0.019175904
0.51,0.019237818,,5,0.019237818
0.511000024,0.019300574,,5,0.019300573
0.512000008,0.019364172,,5,0.019364172
0.513000032,0.019428612,,5,0.019428612
0.514000016,0.019493895,,5,0.019493895
0.515,0.01956002,,5,0.01956002
0.516000024,0.019626988,,5,0.019626988
0.517000008,0.019694798,,5,0.019694798
0.518000032,0.01976345,,5,0.01976345
0.519000016,0.019832945,,5,0.019832945
0.52,0.019903282,,5,0.019903282
0.521000024,0.019974462,,5,0.019974461
0.522000008,0.020046483,,5,0.020046483
0.523000032,0.020119347,,5,0.020119347
0.524000016,0.020193054,,5,0.020193054
0.525,0.020267603,,5,0.020267603
0.526000024,0.020342994,,5,0.020342994
0.527000008,0.020419228,,5,0.020419228
0.528000032,0.020496304,,5,0.020496304
0.529000016,0.020574222,,5,0.020574222
0.53,0.020652982,,5,0.020652982
0.531000024,0.020732586,,5,0.020732585
0.532000008,0.020813031,,5,0.020813031
0.533000032,0.020894319,,5,0.020894319
0.534000016,0.020976449,,5,0.020976449
0.535,0.021059,,5,0.021059
0.536000024,0.021141551,,5,0.021141551
0.537000008,0.021224103,,5,0.021224103
0.538000032,0.021306654,,5,0.021306654
0.539000016,0.021389205,,5,0.021389205
0.54,0.021471756,,5,0.021471756
0.541000024,0.021554308,,5,0.021554308
0.542000008,0.021636859,,5,0.021636859
0.543000032,0.02171941,,5,0.02171941
0.544000016,0.021801962,,5,0.021801962
0.545,0.021884513,,5,0.021884513
0.546000024,0.021967064,,5,0.021967064
0.547000008,0.022049615,,5,0.022049615
0.548000032,0.022132167,,5,0.022132167
0.549000016,0.022214718,,5,0.022214718
0.55,0.022297269,,5,0.022297269
0.551000024,0.02237982,,5,0.02237982
0.552000008,0.022462372,,5,0.022462372
0.553000032,0.022544923,,5,0.022544923
0.554000016,0.022627474,,5,0.022627474
0.555,0.022710026,,5,0.022710026
0.556000024,0.022792577,,5,0.022792577
0.557000008,0.022875128,,5,0.022875128
0.557999992,0.022957679,,5,0.022957679
0.559000016,0.023040231,,5,0.023040231
0.56,0.023122782,,5,0.023122782
0.561000024,0.023205333,,5,0.023205333
0.562000008,0.023287885,,5,0.023287885
0.563000032,0.023370436,,5,0.023370436
0.564000016,0.023452987,,5,0.023452987
0.565,0.023535538,,5,0.023535538
0.566000024,0.02361809,,5,0.02361809
0.567000008,0.023700641,,5,0.023700641
0.568000032,0.023783192,,5,0.023783192
0.569000016,0.023865744,,5,0.023865744
0.57,0.023948295,,5,0.023948295
0.571000024,0.024030846,,5,0.024030846
0.572000008,0.024113397,,5,0.024113397
0.573000032,0.024195949,,5,0.024195949
0.574000016,0.0242785,,5,0.0242785
0.575,0.024361051,,5,0.024361051
0.576000024,0.024443602,,5,0.024443602
0.577000008,0.024526154,,5,0.024526154
0.578000032,0.024608705,,5,0.024608705
0.579000016,0.024691256,,5,0.024691256
0.58,0.024773808,,5,0.024773808
0.581000024,0.024856359,,5,0.024856359
0.582000008,0.02493891,,5,0.02493891
0.583000032,0.025021461,,5,0.025021461
0.584000016,0.025104013,,5,0.025104013
0.585,0.025186564,,5,0.025186564
0.586000024,0.025269115,,5,0.025269115
0.587000008,0.025351667,,5,0.025351667
0.587999992,0.025434218,,5,0.025434218
0.589000016,0.025516769,,5,0.025516769
0.59,0.02559932,,5,0.02559932
0.591000024,0.025681872,,5,0.025681872
0.592000008,0.025764423,,5,0.025764423
0.593000032,0.025846974,,5,0.025846974
0.594000016,0.025929526,,5,0.025929526
0.595,0.026012077,,5,0.026012077
0.596000024,0.026094628,,5,0.026094628
0.597000008,0.026177179,,5,0.026177179
0.598000032,0.026259731,,5,0.026259731
0.599000016,0.026342282,,5,0.026342282
0.6,0.026424833,,5,0.026424833
0.601000024,0.026507384,,5,0.026507384
0.602000008,0.026589936,,5,0.026589936
0.603000032,0.026672487,,5,0.026672487
0.604000016,0.026755038,,5,0.026755038
0.605,0.02683759,,5,0.02683759
0.606000024,0.026920141,,5,0.026920141
0.607000008,0.027002692,,5,0.027002692
0.608000032,0.027085243,,5,0.027085243
0.609000016,0.027167795,,5,0.027167795
0.61,0.027250346,,5,0.027250346
0.611000024,0.027332897,,5,0.027332897
0.612000008,0.027415449,,5,0.027415449
0.613000032,0.027498,,5,0.027498
0.614000016,0.027580551,,5,0.027580551
0.615,0.027663102,,5,0.027663102
0.616000024,0.027745654,,5,0.027745654
0.617000008,0.027828205,,5,0.027828205
0.618000032,0.027910756,,5,0.027910756
0.619000016,0.027993308,,5,0.027993308
0.62,0.028075859,,5,0.028075859
0.621000024,0.02815841,,5,0.02815841
0.622000008,0.028240961,,5,0.028240961
0.623000032,0.028323513,,5,0.028323513
0.624000016,0.028406064,,5,0.028406064
0.625,0.028488615,,5,0.028488615
0.626000024,0.028571166,,5,0.028571166
0.627000008,0.028653718,,5,0.028653718
0.628000032,0.028736269,,5,0.028736269
0.629000016,0.02881882,,5,0.02881882
0.63,0.028901372,,5,0.028901372
0.631000024,0.028983923,,5,0.028983923
0.632000008,0.029066474,,5,0.029066474
0.633000032,0.029149025,,5,0.029149025
0.634000016,0.029231577,,5,0.029231577
0.635,0.029314128,,5,0.029314128
0.636000024,0.029396679,,5,0.029396679
0.637000008,0.029479231,,5,0.029479231
0.638000032,0.029561782,,5,0.029561782
0.639000016,0.029644333,,5,0.029644333
0.64,0.029726884,,5,0.029726884
0.641000024,0.029809436,,5,0.029809436
0.642000008,0.029891987,,5,0.029891987
0.643000032,0.029974538,,5,0.029974538
0.644000016,0.03005709,,5,0.03005709
0.645,0.030139641,,5,0.030139641
0.646000024,0.030222192,,5,0.030222192
0.647000008,0.030304743,,5,0.030304743
0.648000032,0.030387295,,5,0.030387295
0.649000016,0.030469846,,5,0.030469846
0.65,0.030552397,,5,0.030552397
0.651000024,0.030634948,,5,0.030634948
0.652000008,0.0307175,,5,0.0307175
0.653000032,0.030800051,,5,0.030800051
0.654000016,0.030882602,,5,0.030882602
0.655,0.030965154,,5,0.030965154
0.656000024,0.031047705,,5,0.031047705
0.657000008,0.031130256,,5,0.031130256
0.658000032,0.031212807,,5,0.031212807
0.659000016,0.031295359,,5,0.031295359
0.66,0.03137791,,5,0.03137791
0.661000024,0.031460461,,5,0.031460461
0.662000008,0.031543013,,5,0.031543013
0.663000032,0.031625564,,5,0.031625564
0.664000016,0.031708115,,5,0.031708115
0.665,0.031790666,,5,0.031790666
0.666000024,0.031873218,,5,0.031873218
0.667000008,0.031955769,,5,0.031955769
0.668000032,0.03203832,,5,0.03203832
0.669000016,0.032120872,,5,0.032120872
0.67,0.032203423,,5,0.032203423
0.671000024,0.032285974,,5,0.032285974
0.672000008,0.032368525,,5,0.032368525
0.673000032,0.032451077,,5,0.032451077
0.674000016,0.032533628,,5,0.032533628
0.675,0.032616179,,5,0.032616179
0.676000024,0.03269873,,5,0.03269873
0.677000008,0.032781282,,5,0.032781282
